,cell_name,cell_fate,cell_hours_at_fate,sister_name,sister_fate,sister_hours_at_fate,coinciding_fate,hours_difference_to_fate,memory,treatment
244,1ag-1.1,division,31.0,1ag-1.2,division,27.0,True,4.0,0.0,Control
245,1ag-1.1.1,division,18.0,1ag-1.1.2,division,25.0,True,7.0,0.0,Control
246,1ag-1.1.1.1,division,25.0,1ag-1.1.1.2,division,22.0,True,3.0,0.0,Control
247,1ag-1.1.1.1.1,division,19.0,1ag-1.1.1.1.2,division,24.0,True,5.0,0.0,Control
248,1ag-1.1.1.1.1.1,migration,15.0,1ag-1.1.1.1.1.2,migration,15.0,True,0.0,0.0,Control
249,1ag-1.1.1.1.2.1,migration,10.0,1ag-1.1.1.1.2.2,migration,10.0,True,0.0,0.0,Control
250,1ag-1.1.1.2.1,division,24.0,1ag-1.1.1.2.2,division,33.0,True,9.0,0.0,Control
251,1ag-1.1.1.2.1.1,migration,13.0,1ag-1.1.1.2.1.2,migration,13.0,True,0.0,0.0,Control
252,1ag-1.1.1.2.2.1,migration,4.0,1ag-1.1.1.2.2.2,migration,4.0,True,0.0,0.0,Control
253,1ag-1.1.2.1,division,23.0,1ag-1.1.2.2,division,31.0,True,8.0,0.0,Control
254,1ag-1.1.2.1.1,division,23.0,1ag-1.1.2.1.2,division,24.0,True,1.0,0.0,Control
255,1ag-1.1.2.1.1.1,migration,6.0,1ag-1.1.2.1.1.2,migration,6.0,True,0.0,0.0,Control
256,1ag-1.1.2.1.2.1,migration,5.0,1ag-1.1.2.1.2.2,migration,5.0,True,0.0,0.0,Control
257,1ag-1.1.2.2.1,division,22.0,1ag-1.1.2.2.2,migration,22.0,False,0.0,0.0,Control
258,1ag-1.2.1,division,25.0,1ag-1.2.2,division,22.0,True,3.0,0.0,Control
259,1ag-1.2.1.1,division,38.0,1ag-1.2.1.2,division,22.0,True,16.0,0.0,Control
260,1ag-1.2.1.1.1,migration,19.0,1ag-1.2.1.1.2,migration,19.0,True,0.0,0.0,Control
261,1ag-1.2.1.2.1,division,28.0,1ag-1.2.1.2.2,division,32.0,True,4.0,0.0,Control
262,1ag-1.2.1.2.1.1,migration,6.0,1ag-1.2.1.2.1.2,migration,6.0,True,0.0,0.0,Control
263,1ag-1.2.1.2.2.1,migration,2.0,1ag-1.2.1.2.2.2,migration,2.0,True,0.0,0.0,Control
264,1ag-1.2.2.1,division,21.0,1ag-1.2.2.2,division,22.0,True,1.0,0.0,Control
265,1ag-1.2.2.1.1,division,25.0,1ag-1.2.2.1.2,division,28.0,True,3.0,0.0,Control
266,1ag-1.2.2.1.1.1,migration,13.0,1ag-1.2.2.1.1.2,migration,13.0,True,0.0,0.0,Control
267,1ag-1.2.2.1.2.1,migration,10.0,1ag-1.2.2.1.2.2,migration,10.0,True,0.0,0.0,Control
268,1ag-1.2.2.2.1,division,20.0,1ag-1.2.2.2.2,division,27.0,True,7.0,0.0,Control
269,1ag-1.2.2.2.1.1,migration,17.0,1ag-1.2.2.2.1.2,migration,17.0,True,0.0,0.0,Control
270,1ag-1.2.2.2.2.1,migration,10.0,1ag-1.2.2.2.2.2,migration,10.0,True,0.0,0.0,Control
271,1ah-1.1,division,33.0,1ah-1.2,division,27.0,True,6.0,0.0,Control
272,1ah-1.1.1,division,18.0,1ah-1.1.2,division,26.0,True,8.0,0.0,Control
273,1ah-1.1.1.1,division,27.0,1ah-1.1.1.2,division,24.0,True,3.0,0.0,Control
274,1ah-1.1.1.1.1,division,19.0,1ah-1.1.1.1.2,division,24.0,True,5.0,0.0,Control
275,1ah-1.1.1.1.1.1,migration,18.0,1ah-1.1.1.1.1.2,migration,18.0,True,0.0,0.0,Control
276,1ah-1.1.1.1.2.1,migration,13.0,1ah-1.1.1.1.2.2,migration,13.0,True,0.0,0.0,Control
277,1ah-1.1.1.2.1,division,24.0,1ah-1.1.1.2.2,division,26.0,True,2.0,0.0,Control
278,1ah-1.1.1.2.1.1,migration,16.0,1ah-1.1.1.2.1.2,migration,16.0,True,0.0,0.0,Control
279,1ah-1.1.1.2.2.1,migration,14.0,1ah-1.1.1.2.2.2,migration,14.0,True,0.0,0.0,Control
280,1ah-1.1.2.1,division,25.0,1ah-1.1.2.2,division,26.0,True,1.0,0.0,Control
281,1ah-1.1.2.1.1,division,20.0,1ah-1.1.2.1.2,division,19.0,True,1.0,0.0,Control
282,1ah-1.1.2.1.1.1,migration,11.0,1ah-1.1.2.1.1.2,migration,11.0,True,0.0,0.0,Control
283,1ah-1.1.2.1.2.1,migration,12.0,1ah-1.1.2.1.2.2,migration,12.0,True,0.0,0.0,Control
284,1ah-1.1.2.2.1,division,31.0,1ah-1.1.2.2.2,division,24.0,True,7.0,0.0,Control
285,1ah-1.1.2.2.2.1,migration,6.0,1ah-1.1.2.2.2.2,migration,6.0,True,0.0,0.0,Control
286,1ah-1.2.1,division,27.0,1ah-1.2.2,division,25.0,True,2.0,0.0,Control
287,1ah-1.2.1.1,division,25.0,1ah-1.2.1.2,division,29.0,True,4.0,0.0,Control
288,1ah-1.2.1.1.1,division,28.0,1ah-1.2.1.1.2,division,29.0,True,1.0,0.0,Control
289,1ah-1.2.1.1.1.1,migration,8.0,1ah-1.2.1.1.1.2,migration,8.0,True,0.0,0.0,Control
290,1ah-1.2.1.1.2.1,migration,7.0,1ah-1.2.1.1.2.2,migration,7.0,True,0.0,0.0,Control
291,1ah-1.2.1.2.1,division,22.0,1ah-1.2.1.2.2,migration,33.0,False,11.0,0.0,Control
292,1ah-1.2.1.2.1.1,migration,10.0,1ah-1.2.1.2.1.2,migration,10.0,True,0.0,0.0,Control
293,1ah-1.2.2.1,division,18.0,1ah-1.2.2.2,division,20.0,True,2.0,0.0,Control
294,1ah-1.2.2.1.1,division,22.0,1ah-1.2.2.1.2,division,21.0,True,1.0,0.0,Control
295,1ah-1.2.2.1.1.1,division,22.0,1ah-1.2.2.1.1.2,migration,23.0,False,1.0,0.0,Control
296,1ah-1.2.2.1.1.1.1,migration,0.0,1ah-1.2.2.1.1.1.2,migration,0.0,True,0.0,0.0,Control
297,1ah-1.2.2.1.2.1,division,22.0,1ah-1.2.2.1.2.2,division,22.0,True,0.0,0.0,Control
298,1ah-1.2.2.1.2.1.1,migration,1.0,1ah-1.2.2.1.2.1.2,migration,1.0,True,0.0,0.0,Control
299,1ah-1.2.2.1.2.2.1,migration,1.0,1ah-1.2.2.1.2.2.2,migration,1.0,True,0.0,0.0,Control
300,1ah-1.2.2.2.1,division,26.0,1ah-1.2.2.2.2,division,31.0,True,5.0,0.0,Control
301,1ah-1.2.2.2.1.1,migration,17.0,1ah-1.2.2.2.1.2,migration,17.0,True,0.0,0.0,Control
302,1ah-1.2.2.2.2.1,migration,12.0,1ah-1.2.2.2.2.2,migration,12.0,True,0.0,0.0,Control
303,1ai-1.1,division,22.0,1ai-1.2,division,21.0,True,1.0,0.0,Control
304,1ai-1.1.1,division,33.0,1ai-1.1.2,division,24.0,True,9.0,0.0,Control
305,1ai-1.1.1.1,division,35.0,1ai-1.1.1.2,division,29.0,True,6.0,0.0,Control
306,1ai-1.1.1.1.1,migration,17.0,1ai-1.1.1.1.2,migration,17.0,True,0.0,0.0,Control
307,1ai-1.1.1.2.1,migration,23.0,1ai-1.1.1.2.2,migration,23.0,True,0.0,0.0,Control
308,1ai-1.1.2.1,division,21.0,1ai-1.1.2.2,division,18.0,True,3.0,0.0,Control
309,1ai-1.1.2.1.1,division,29.0,1ai-1.1.2.1.2,division,22.0,True,7.0,0.0,Control
310,1ai-1.1.2.1.1.1,migration,10.0,1ai-1.1.2.1.1.2,migration,10.0,True,0.0,0.0,Control
311,1ai-1.1.2.1.2.1,migration,17.0,1ai-1.1.2.1.2.2,migration,17.0,True,0.0,0.0,Control
312,1ai-1.1.2.2.1,division,25.0,1ai-1.1.2.2.2,division,21.0,True,4.0,0.0,Control
313,1ai-1.1.2.2.1.1,migration,17.0,1ai-1.1.2.2.1.2,migration,17.0,True,0.0,0.0,Control
314,1ai-1.1.2.2.2.1,migration,21.0,1ai-1.1.2.2.2.2,migration,21.0,True,0.0,0.0,Control
315,1ai-1.2.1,division,27.0,1ai-1.2.2,division,22.0,True,5.0,0.0,Control
316,1ai-1.2.1.1,division,31.0,1ai-1.2.1.2,division,25.0,True,6.0,0.0,Control
317,1ai-1.2.1.1.1,migration,28.0,1ai-1.2.1.1.2,division,28.0,False,0.0,0.0,Control
318,1ai-1.2.1.2.1,division,33.0,1ai-1.2.1.2.2,division,31.0,True,2.0,0.0,Control
319,1ai-1.2.1.2.1.1,migration,0.0,1ai-1.2.1.2.1.2,migration,0.0,True,0.0,0.0,Control
320,1ai-1.2.1.2.2.1,migration,2.0,1ai-1.2.1.2.2.2,migration,2.0,True,0.0,0.0,Control
321,1ai-1.2.2.1,division,28.0,1ai-1.2.2.2,division,31.0,True,3.0,0.0,Control
322,1ai-1.2.2.1.1,division,26.0,1ai-1.2.2.1.2,division,22.0,True,4.0,0.0,Control
323,1ai-1.2.2.1.1.1,migration,9.0,1ai-1.2.2.1.1.2,migration,9.0,True,0.0,0.0,Control
324,1ai-1.2.2.1.2.1,migration,13.0,1ai-1.2.2.1.2.2,migration,13.0,True,0.0,0.0,Control
325,1ai-1.2.2.2.1,division,22.0,1ai-1.2.2.2.2,division,18.0,True,4.0,0.0,Control
326,1ai-1.2.2.2.1.1,migration,10.0,1ai-1.2.2.2.1.2,migration,10.0,True,0.0,0.0,Control
327,1ai-1.2.2.2.2.1,migration,14.0,1ai-1.2.2.2.2.2,migration,14.0,True,0.0,0.0,Control
328,1aj-1.1,division,24.0,1aj-1.2,division,21.0,True,3.0,0.0,Control
329,1aj-1.1.1,division,28.0,1aj-1.1.2,division,23.0,True,5.0,0.0,Control
330,1aj-1.1.1.1,division,31.0,1aj-1.1.1.2,division,20.0,True,11.0,0.0,Control
331,1aj-1.1.1.1.1,division,24.0,1aj-1.1.1.1.2,division,25.0,True,1.0,0.0,Control
332,1aj-1.1.1.1.1.1,migration,6.0,1aj-1.1.1.1.1.2,migration,6.0,True,0.0,0.0,Control
333,1aj-1.1.1.1.2.1,migration,5.0,1aj-1.1.1.1.2.2,migration,5.0,True,0.0,0.0,Control
334,1aj-1.1.1.2.1,division,29.0,1aj-1.1.1.2.2,division,28.0,True,1.0,0.0,Control
335,1aj-1.1.1.2.1.1,migration,12.0,1aj-1.1.1.2.1.2,migration,12.0,True,0.0,0.0,Control
336,1aj-1.1.1.2.2.1,migration,13.0,1aj-1.1.1.2.2.2,migration,13.0,True,0.0,0.0,Control
337,1aj-1.1.2.1,division,16.0,1aj-1.1.2.2,division,22.0,True,6.0,0.0,Control
338,1aj-1.1.2.1.1,division,24.0,1aj-1.1.2.1.2,division,21.0,True,3.0,0.0,Control
339,1aj-1.1.2.1.1.1,division,23.0,1aj-1.1.2.1.1.2,migration,26.0,False,3.0,0.0,Control
340,1aj-1.1.2.1.1.1.1,migration,2.0,1aj-1.1.2.1.1.1.2,migration,2.0,True,0.0,0.0,Control
341,1aj-1.1.2.1.2.1,migration,29.0,1aj-1.1.2.1.2.2,division,29.0,False,0.0,0.0,Control
342,1aj-1.1.2.2.1,division,14.0,1aj-1.1.2.2.2,division,26.0,True,12.0,0.0,Control
343,1aj-1.1.2.2.1.1,division,29.0,1aj-1.1.2.2.1.2,division,24.0,True,5.0,0.0,Control
344,1aj-1.1.2.2.1.1.1,migration,0.0,1aj-1.1.2.2.1.1.2,migration,0.0,True,0.0,0.0,Control
345,1aj-1.1.2.2.1.2.1,migration,5.0,1aj-1.1.2.2.1.2.2,migration,5.0,True,0.0,0.0,Control
346,1aj-1.1.2.2.2.1,division,18.0,1aj-1.1.2.2.2.2,migration,18.0,False,0.0,0.0,Control
347,1aj-1.2.1,division,30.0,1aj-1.2.2,division,31.0,True,1.0,0.0,Control
348,1aj-1.2.1.1,division,33.0,1aj-1.2.1.2,division,27.0,True,6.0,0.0,Control
349,1aj-1.2.1.1.1,division,14.0,1aj-1.2.1.1.2,division,19.0,True,5.0,0.0,Control
350,1aj-1.2.1.1.1.1,migration,15.0,1aj-1.2.1.1.1.2,migration,15.0,True,0.0,0.0,Control
351,1aj-1.2.1.1.2.1,migration,10.0,1aj-1.2.1.1.2.2,migration,10.0,True,0.0,0.0,Control
352,1aj-1.2.1.2.1,division,17.0,1aj-1.2.1.2.2,division,23.0,True,6.0,0.0,Control
353,1aj-1.2.1.2.1.1,migration,18.0,1aj-1.2.1.2.1.2,migration,18.0,True,0.0,0.0,Control
354,1aj-1.2.1.2.2.1,migration,12.0,1aj-1.2.1.2.2.2,migration,12.0,True,0.0,0.0,Control
355,1aj-1.2.2.1,division,19.0,1aj-1.2.2.2,division,40.0,True,21.0,0.0,Control
356,1aj-1.2.2.1.1,division,25.0,1aj-1.2.2.1.2,division,34.0,True,9.0,0.0,Control
357,1aj-1.2.2.1.1.1,migration,17.0,1aj-1.2.2.1.1.2,migration,17.0,True,0.0,0.0,Control
358,1aj-1.2.2.1.2.1,migration,8.0,1aj-1.2.2.1.2.2,migration,8.0,True,0.0,0.0,Control
359,1aj-1.2.2.2.1,migration,22.0,1aj-1.2.2.2.2,division,16.0,False,6.0,0.0,Control
360,1aj-1.2.2.2.2.1,migration,5.0,1aj-1.2.2.2.2.2,migration,5.0,True,0.0,0.0,Control
361,1ak-1.1,division,18.0,1ak-1.2,division,20.0,True,2.0,0.0,Control
362,1ak-1.1.1,division,22.0,1ak-1.1.2,division,33.0,True,11.0,0.0,Control
363,1ak-1.1.1.1,division,34.0,1ak-1.1.1.2,division,20.0,True,14.0,0.0,Control
364,1ak-1.1.1.1.1,division,18.0,1ak-1.1.1.1.2,division,26.0,True,8.0,0.0,Control
365,1ak-1.1.1.1.1.1,division,25.0,1ak-1.1.1.1.1.2,division,18.0,True,7.0,0.0,Control
366,1ak-1.1.1.1.1.1.1,migration,2.0,1ak-1.1.1.1.1.1.2,migration,2.0,True,0.0,0.0,Control
367,1ak-1.1.1.1.1.2.1,migration,9.0,1ak-1.1.1.1.1.2.2,migration,9.0,True,0.0,0.0,Control
368,1ak-1.1.1.1.2.1,migration,20.0,1ak-1.1.1.1.2.2,migration,20.0,True,0.0,0.0,Control
369,1ak-1.1.1.2.1,division,21.0,1ak-1.1.1.2.2,division,26.0,True,5.0,0.0,Control
370,1ak-1.1.1.2.1.1,division,26.0,1ak-1.1.1.2.1.2,division,20.0,True,6.0,0.0,Control
371,1ak-1.1.1.2.1.1.1,migration,12.0,1ak-1.1.1.2.1.1.2,migration,12.0,True,0.0,0.0,Control
372,1ak-1.1.1.2.1.2.1,division,17.0,1ak-1.1.1.2.1.2.2,migration,18.0,False,1.0,0.0,Control
373,1ak-1.1.1.2.1.2.1.1,migration,0.0,1ak-1.1.1.2.1.2.1.2,migration,0.0,True,0.0,0.0,Control
374,1ak-1.1.1.2.2.1,division,26.0,1ak-1.1.1.2.2.2,division,30.0,True,4.0,0.0,Control
375,1ak-1.1.1.2.2.1.1,migration,7.0,1ak-1.1.1.2.2.1.2,migration,7.0,True,0.0,0.0,Control
376,1ak-1.1.1.2.2.2.1,migration,3.0,1ak-1.1.1.2.2.2.2,migration,3.0,True,0.0,0.0,Control
377,1ak-1.1.2.1,division,23.0,1ak-1.1.2.2,division,15.0,True,8.0,0.0,Control
378,1ak-1.1.2.1.1,division,23.0,1ak-1.1.2.1.2,division,19.0,True,4.0,0.0,Control
379,1ak-1.1.2.1.1.1,division,20.0,1ak-1.1.2.1.1.2,division,16.0,True,4.0,0.0,Control
380,1ak-1.1.2.1.1.1.1,migration,2.0,1ak-1.1.2.1.1.1.2,migration,2.0,True,0.0,0.0,Control
381,1ak-1.1.2.1.1.2.1,migration,6.0,1ak-1.1.2.1.1.2.2,migration,6.0,True,0.0,0.0,Control
382,1ak-1.1.2.1.2.1,division,24.0,1ak-1.1.2.1.2.2,division,25.0,True,1.0,0.0,Control
383,1ak-1.1.2.1.2.1.1,migration,2.0,1ak-1.1.2.1.2.1.2,migration,2.0,True,0.0,0.0,Control
384,1ak-1.1.2.1.2.2.1,migration,1.0,1ak-1.1.2.1.2.2.2,migration,1.0,True,0.0,0.0,Control
385,1ak-1.1.2.2.1,division,26.0,1ak-1.1.2.2.2,division,21.0,True,5.0,0.0,Control
386,1ak-1.1.2.2.1.1,division,19.0,1ak-1.1.2.2.1.2,division,21.0,True,2.0,0.0,Control
387,1ak-1.1.2.2.1.1.1,migration,8.0,1ak-1.1.2.2.1.1.2,migration,8.0,True,0.0,0.0,Control
388,1ak-1.1.2.2.1.2.1,migration,6.0,1ak-1.1.2.2.1.2.2,migration,6.0,True,0.0,0.0,Control
389,1ak-1.1.2.2.2.1,division,14.0,1ak-1.1.2.2.2.2,migration,33.0,False,19.0,0.0,Control
390,1ak-1.1.2.2.2.1.1,migration,18.0,1ak-1.1.2.2.2.1.2,migration,18.0,True,0.0,0.0,Control
391,1ak-1.2.1,division,18.0,1ak-1.2.2,division,28.0,True,10.0,0.0,Control
392,1ak-1.2.1.1,division,22.0,1ak-1.2.1.2,division,21.0,True,1.0,0.0,Control
393,1ak-1.2.1.1.1,division,27.0,1ak-1.2.1.1.2,division,21.0,True,6.0,0.0,Control
394,1ak-1.2.1.1.1.1,division,20.0,1ak-1.2.1.1.1.2,division,22.0,True,2.0,0.0,Control
395,1ak-1.2.1.1.1.1.1,migration,12.0,1ak-1.2.1.1.1.1.2,migration,12.0,True,0.0,0.0,Control
396,1ak-1.2.1.1.1.2.1,migration,10.0,1ak-1.2.1.1.1.2.2,migration,10.0,True,0.0,0.0,Control
397,1ak-1.2.1.1.2.1,division,27.0,1ak-1.2.1.1.2.2,division,28.0,True,1.0,0.0,Control
398,1ak-1.2.1.1.2.1.1,migration,11.0,1ak-1.2.1.1.2.1.2,migration,11.0,True,0.0,0.0,Control
399,1ak-1.2.1.1.2.2.1,migration,10.0,1ak-1.2.1.1.2.2.2,migration,10.0,True,0.0,0.0,Control
400,1ak-1.2.1.2.1,division,22.0,1ak-1.2.1.2.2,division,31.0,True,9.0,0.0,Control
401,1ak-1.2.1.2.1.1,division,24.0,1ak-1.2.1.2.1.2,division,30.0,True,6.0,0.0,Control
402,1ak-1.2.1.2.1.1.1,migration,14.0,1ak-1.2.1.2.1.1.2,migration,14.0,True,0.0,0.0,Control
403,1ak-1.2.1.2.1.2.1,migration,8.0,1ak-1.2.1.2.1.2.2,migration,8.0,True,0.0,0.0,Control
404,1ak-1.2.1.2.2.1,division,29.0,1ak-1.2.1.2.2.2,division,30.0,True,1.0,0.0,Control
405,1ak-1.2.1.2.2.1.1,migration,0.0,1ak-1.2.1.2.2.1.2,migration,0.0,True,0.0,0.0,Control
406,1ak-1.2.2.1,division,26.0,1ak-1.2.2.2,division,16.0,True,10.0,0.0,Control
407,1ak-1.2.2.1.1,division,25.0,1ak-1.2.2.1.2,division,31.0,True,6.0,0.0,Control
408,1ak-1.2.2.1.1.1,migration,21.0,1ak-1.2.2.1.1.2,migration,21.0,True,0.0,0.0,Control
409,1ak-1.2.2.1.2.1,migration,15.0,1ak-1.2.2.1.2.2,migration,15.0,True,0.0,0.0,Control
410,1ak-1.2.2.2.1,division,20.0,1ak-1.2.2.2.2,division,23.0,True,3.0,0.0,Control
411,1ak-1.2.2.2.1.1,division,31.0,1ak-1.2.2.2.1.2,division,21.0,True,10.0,0.0,Control
412,1ak-1.2.2.2.1.1.1,migration,4.0,1ak-1.2.2.2.1.1.2,migration,4.0,True,0.0,0.0,Control
413,1ak-1.2.2.2.1.2.1,migration,14.0,1ak-1.2.2.2.1.2.2,migration,14.0,True,0.0,0.0,Control
414,1ak-1.2.2.2.2.1,division,26.0,1ak-1.2.2.2.2.2,division,21.0,True,5.0,0.0,Control
415,1ak-1.2.2.2.2.1.1,migration,6.0,1ak-1.2.2.2.2.1.2,migration,6.0,True,0.0,0.0,Control
416,1ak-1.2.2.2.2.2.1,migration,11.0,1ak-1.2.2.2.2.2.2,migration,11.0,True,0.0,0.0,Control
417,1al-1.1,division,22.0,1al-1.2,division,27.0,True,5.0,0.0,Control
418,1al-1.1.1,division,22.0,1al-1.1.2,division,18.0,True,4.0,0.0,Control
419,1al-1.1.1.1,division,16.0,1al-1.1.1.2,division,26.0,True,10.0,0.0,Control
420,1al-1.1.1.1.1,division,28.0,1al-1.1.1.1.2,division,28.0,True,0.0,0.0,Control
421,1al-1.1.1.1.1.1,migration,24.0,1al-1.1.1.1.1.2,migration,24.0,True,0.0,0.0,Control
422,1al-1.1.1.1.2.1,migration,24.0,1al-1.1.1.1.2.2,migration,24.0,True,0.0,0.0,Control
423,1al-1.1.1.2.1,division,18.0,1al-1.1.1.2.2,division,23.0,True,5.0,0.0,Control
424,1al-1.1.1.2.1.1,division,22.0,1al-1.1.1.2.1.2,migration,24.0,False,2.0,0.0,Control
425,1al-1.1.1.2.1.1.1,migration,1.0,1al-1.1.1.2.1.1.2,migration,1.0,True,0.0,0.0,Control
426,1al-1.1.1.2.2.1,migration,19.0,1al-1.1.1.2.2.2,migration,19.0,True,0.0,0.0,Control
427,1al-1.1.2.1,division,23.0,1al-1.1.2.2,division,26.0,True,3.0,0.0,Control
428,1al-1.1.2.1.1,division,34.0,1al-1.1.2.1.2,division,27.0,True,7.0,0.0,Control
429,1al-1.1.2.1.1.1,migration,15.0,1al-1.1.2.1.1.2,migration,15.0,True,0.0,0.0,Control
430,1al-1.1.2.1.2.1,migration,22.0,1al-1.1.2.1.2.2,division,15.0,False,7.0,0.0,Control
431,1al-1.1.2.1.2.2.1,migration,6.0,1al-1.1.2.1.2.2.2,migration,6.0,True,0.0,0.0,Control
432,1al-1.1.2.2.1,division,19.0,1al-1.1.2.2.2,division,21.0,True,2.0,0.0,Control
433,1al-1.1.2.2.1.1,division,21.0,1al-1.1.2.2.1.2,division,23.0,True,2.0,0.0,Control
434,1al-1.1.2.2.1.1.1,migration,5.0,1al-1.1.2.2.1.1.2,migration,5.0,True,0.0,0.0,Control
435,1al-1.1.2.2.1.2.1,migration,3.0,1al-1.1.2.2.1.2.2,migration,3.0,True,0.0,0.0,Control
436,1al-1.1.2.2.2.1,migration,25.0,1al-1.1.2.2.2.2,migration,25.0,True,0.0,0.0,Control
437,1al-1.2.1,division,24.0,1al-1.2.2,division,37.0,True,13.0,0.0,Control
438,1al-1.2.1.1,division,26.0,1al-1.2.1.2,division,24.0,True,2.0,0.0,Control
439,1al-1.2.1.1.1,division,27.0,1al-1.2.1.1.2,division,25.0,True,2.0,0.0,Control
440,1al-1.2.1.1.1.1,migration,8.0,1al-1.2.1.1.1.2,migration,8.0,True,0.0,0.0,Control
441,1al-1.2.1.1.2.1,migration,10.0,1al-1.2.1.1.2.2,migration,10.0,True,0.0,0.0,Control
442,1al-1.2.1.2.1,division,25.0,1al-1.2.1.2.2,division,25.0,True,0.0,0.0,Control
443,1al-1.2.1.2.1.1,migration,12.0,1al-1.2.1.2.1.2,migration,12.0,True,0.0,0.0,Control
444,1al-1.2.1.2.2.1,migration,12.0,1al-1.2.1.2.2.2,migration,12.0,True,0.0,0.0,Control
445,1al-1.2.2.1,division,24.0,1al-1.2.2.2,division,28.0,True,4.0,0.0,Control
446,1al-1.2.2.1.1,migration,25.0,1al-1.2.2.1.2,migration,25.0,True,0.0,0.0,Control
447,1al-1.2.2.2.1,division,21.0,1al-1.2.2.2.2,migration,21.0,False,0.0,0.0,Control
448,1am-1.1,division,23.0,1am-1.2,division,27.0,True,4.0,0.0,Control
449,1am-1.1.1,division,22.0,1am-1.1.2,division,28.0,True,6.0,0.0,Control
450,1am-1.1.1.1,division,29.0,1am-1.1.1.2,division,23.0,True,6.0,0.0,Control
451,1am-1.1.1.1.1,division,28.0,1am-1.1.1.1.2,division,24.0,True,4.0,0.0,Control
452,1am-1.1.1.1.1.1,migration,12.0,1am-1.1.1.1.1.2,migration,12.0,True,0.0,0.0,Control
453,1am-1.1.1.1.2.1,migration,16.0,1am-1.1.1.1.2.2,migration,16.0,True,0.0,0.0,Control
454,1am-1.1.1.2.1,division,21.0,1am-1.1.1.2.2,division,23.0,True,2.0,0.0,Control
455,1am-1.1.1.2.1.1,division,18.0,1am-1.1.1.2.1.2,migration,25.0,False,7.0,0.0,Control
456,1am-1.1.1.2.1.1.1,migration,6.0,1am-1.1.1.2.1.1.2,migration,6.0,True,0.0,0.0,Control
457,1am-1.1.1.2.2.1,migration,23.0,1am-1.1.1.2.2.2,division,21.0,False,2.0,0.0,Control
458,1am-1.1.1.2.2.2.1,migration,1.0,1am-1.1.1.2.2.2.2,migration,1.0,True,0.0,0.0,Control
459,1am-1.1.2.1,division,24.0,1am-1.1.2.2,division,24.0,True,0.0,0.0,Control
460,1am-1.1.2.1.1,division,27.0,1am-1.1.2.1.2,division,20.0,True,7.0,0.0,Control
461,1am-1.1.2.1.1.1,migration,12.0,1am-1.1.2.1.1.2,migration,12.0,True,0.0,0.0,Control
462,1am-1.1.2.1.2.1,migration,19.0,1am-1.1.2.1.2.2,migration,19.0,True,0.0,0.0,Control
463,1am-1.1.2.2.1,division,20.0,1am-1.1.2.2.2,division,27.0,True,7.0,0.0,Control
464,1am-1.1.2.2.1.1,migration,19.0,1am-1.1.2.2.1.2,division,17.0,False,2.0,0.0,Control
465,1am-1.1.2.2.1.2.1,migration,1.0,1am-1.1.2.2.1.2.2,migration,1.0,True,0.0,0.0,Control
466,1am-1.1.2.2.2.1,migration,12.0,1am-1.1.2.2.2.2,migration,12.0,True,0.0,0.0,Control
467,1am-1.2.1,division,20.0,1am-1.2.2,division,25.0,True,5.0,0.0,Control
468,1am-1.2.1.1,division,21.0,1am-1.2.1.2,division,21.0,True,0.0,0.0,Control
469,1am-1.2.1.1.1,division,24.0,1am-1.2.1.1.2,division,25.0,True,1.0,0.0,Control
470,1am-1.2.1.1.1.1,migration,22.0,1am-1.2.1.1.1.2,migration,22.0,True,0.0,0.0,Control
471,1am-1.2.1.1.2.1,migration,21.0,1am-1.2.1.1.2.2,migration,21.0,True,0.0,0.0,Control
472,1am-1.2.1.2.1,division,27.0,1am-1.2.1.2.2,division,19.0,True,8.0,0.0,Control
473,1am-1.2.1.2.1.1,migration,19.0,1am-1.2.1.2.1.2,migration,19.0,True,0.0,0.0,Control
474,1am-1.2.1.2.2.1,division,24.0,1am-1.2.1.2.2.2,migration,27.0,False,3.0,0.0,Control
475,1am-1.2.1.2.2.1.1,migration,2.0,1am-1.2.1.2.2.1.2,migration,2.0,True,0.0,0.0,Control
476,1am-1.2.2.1,division,22.0,1am-1.2.2.2,division,25.0,True,3.0,0.0,Control
477,1am-1.2.2.1.1,division,25.0,1am-1.2.2.1.2,division,35.0,True,10.0,0.0,Control
478,1am-1.2.2.1.1.1,migration,15.0,1am-1.2.2.1.1.2,migration,15.0,True,0.0,0.0,Control
479,1am-1.2.2.1.2.1,migration,5.0,1am-1.2.2.1.2.2,migration,5.0,True,0.0,0.0,Control
480,1am-1.2.2.2.1,division,21.0,1am-1.2.2.2.2,division,19.0,True,2.0,0.0,Control
481,1am-1.2.2.2.1.1,migration,16.0,1am-1.2.2.2.1.2,migration,16.0,True,0.0,0.0,Control
482,1am-1.2.2.2.2.1,migration,18.0,1am-1.2.2.2.2.2,migration,18.0,True,0.0,0.0,Control
483,1an-1.1,division,25.0,1an-1.2,division,29.0,True,4.0,0.0,Control
484,1an-1.1.1,division,23.0,1an-1.1.2,division,22.0,True,1.0,0.0,Control
485,1an-1.1.1.1,division,26.0,1an-1.1.1.2,division,18.0,True,8.0,0.0,Control
486,1an-1.1.1.1.1,division,20.0,1an-1.1.1.1.2,division,26.0,True,6.0,0.0,Control
487,1an-1.1.1.1.1.1,division,19.0,1an-1.1.1.1.1.2,division,23.0,True,4.0,0.0,Control
