index,id,name,size,seconds_since_birth,signal_mean,signal_std,simulation_frames,simulation_seconds,simulation_hours,simulation_days
73,73,1bv,1,0,0.0,0.0,0,0,0.0,0.0
74,74,1bw,1,0,0.0,0.0,0,0,0.0,0.0
75,75,1bx,1,0,0.0,0.0,0,0,0.0,0.0
76,76,1by,1,0,0.0,0.0,0,0,0.0,0.0
77,77,1bz,1,0,0.0,0.0,0,0,0.0,0.0
78,78,1ca,1,0,0.0,0.0,0,0,0.0,0.0
79,79,1cb,1,0,0.0,0.0,0,0,0.0,0.0
80,80,1cc,1,0,0.0,0.0,0,0,0.0,0.0
81,81,1cd,1,0,0.0,0.0,0,0,0.0,0.0
82,82,1ce,1,0,0.0,0.0,0,0,0.0,0.0
83,83,1cf,1,0,0.0,0.0,0,0,0.0,0.0
84,84,1cg,1,0,0.0,0.0,0,0,0.0,0.0
85,85,1ch,1,0,0.0,0.0,0,0,0.0,0.0
86,86,1ci,1,0,0.0,0.0,0,0,0.0,0.0
87,87,1cj,1,0,0.0,0.0,0,0,0.0,0.0
88,88,1ck,1,0,0.0,0.0,0,0,0.0,0.0
89,89,1cl,1,0,0.0,0.0,0,0,0.0,0.0
90,90,1cm,1,0,0.0,0.0,0,0,0.0,0.0
91,91,1cn,1,0,0.0,0.0,0,0,0.0,0.0
92,92,1co,1,0,0.0,0.0,0,0,0.0,0.0
93,93,1cp,1,0,0.0,0.0,0,0,0.0,0.0
94,94,1cq,1,0,0.0,0.0,0,0,0.0,0.0
95,95,1cr,1,0,0.0,0.0,0,0,0.0,0.0
96,96,1cs,1,0,0.0,0.0,0,0,0.0,0.0
97,97,1ct,1,0,0.0,0.0,0,0,0.0,0.0
98,98,1cu,1,0,0.0,0.0,0,0,0.0,0.0
99,99,1cv,1,0,0.0,0.0,0,0,0.0,0.0
100,0,1a,1,3600,-0.04824824126467986,0.0,1,3600,1.0,0.041666666666666664
101,1,1b,1,3600,-0.023390094534565503,0.0,1,3600,1.0,0.041666666666666664
102,2,1c,1,3600,-0.00583901897737854,0.0,1,3600,1.0,0.041666666666666664
103,3,1d,1,3600,0.12490034919907245,0.0,1,3600,1.0,0.041666666666666664
104,4,1e,1,3600,-0.04184428716770103,0.0,1,3600,1.0,0.041666666666666664
105,5,1f,1,3600,0.1100404305502427,0.0,1,3600,1.0,0.041666666666666664
106,6,1g,1,3600,-0.002737882053343914,0.0,1,3600,1.0,0.041666666666666664
